Comunidades y Ciudades Autónomas de destino;País de residencia;Periodo;Total
Madrid, Comunidad de;China;2018T4;1.023,69
Madrid, Comunidad de;China;2018T3;1.080,34
Madrid, Comunidad de;China;2018T2;1.118,85
Madrid, Comunidad de;China;2018T1;1.036,78
Madrid, Comunidad de;Corea;2025T2;560,28
Madrid, Comunidad de;Corea;2025T1;477,09
Madrid, Comunidad de;Corea;2024T4;494,11
Madrid, Comunidad de;Corea;2024T3;383,33
Madrid, Comunidad de;Corea;2024T2;495,76
Madrid, Comunidad de;Corea;2024T1;372,77
Madrid, Comunidad de;Corea;2023T4;446,29
Madrid, Comunidad de;Corea;2023T3;353,31
Madrid, Comunidad de;Corea;2023T2;411,08
Madrid, Comunidad de;Corea;2023T1;346,45
Madrid, Comunidad de;Corea;2022T4;407,47
Madrid, Comunidad de;Corea;2022T3;411,21
Madrid, Comunidad de;Corea;2022T2;594,55
Madrid, Comunidad de;Corea;2022T1;427,24
Madrid, Comunidad de;Corea;2021T4;566,66
Madrid, Comunidad de;Corea;2021T3;563,84
Madrid, Comunidad de;Corea;2021T2;721,43
Madrid, Comunidad de;Corea;2021T1;669,19
Madrid, Comunidad de;Corea;2020T4;863,43
Madrid, Comunidad de;Corea;2020T3;777,22
Madrid, Comunidad de;Corea;2020T2;.
Madrid, Comunidad de;Corea;2020T1;351,00
Madrid, Comunidad de;Corea;2019T4;432,43
Madrid, Comunidad de;Corea;2019T3;339,52
Madrid, Comunidad de;Corea;2019T2;400,12
Madrid, Comunidad de;Corea;2019T1;354,13
Madrid, Comunidad de;Corea;2018T4;423,51
Madrid, Comunidad de;Corea;2018T3;313,49
Madrid, Comunidad de;Corea;2018T2;372,00
Madrid, Comunidad de;Corea;2018T1;318,59
Madrid, Comunidad de;Emiratos Árabes Unidos;2025T2;1.108,91
Madrid, Comunidad de;Emiratos Árabes Unidos;2025T1;1.040,51
Madrid, Comunidad de;Emiratos Árabes Unidos;2024T4;975,69
Madrid, Comunidad de;Emiratos Árabes Unidos;2024T3;790,06
Madrid, Comunidad de;Emiratos Árabes Unidos;2024T2;1.053,45
Madrid, Comunidad de;Emiratos Árabes Unidos;2024T1;906,64
Madrid, Comunidad de;Emiratos Árabes Unidos;2023T4;973,03
Madrid, Comunidad de;Emiratos Árabes Unidos;2023T3;740,17
Madrid, Comunidad de;Emiratos Árabes Unidos;2023T2;950,58
Madrid, Comunidad de;Emiratos Árabes Unidos;2023T1;880,18
Madrid, Comunidad de;Emiratos Árabes Unidos;2022T4;881,41
Madrid, Comunidad de;Emiratos Árabes Unidos;2022T3;773,05
Madrid, Comunidad de;Emiratos Árabes Unidos;2022T2;914,63
Madrid, Comunidad de;Emiratos Árabes Unidos;2022T1;808,65
Madrid, Comunidad de;Emiratos Árabes Unidos;2021T4;850,28
Madrid, Comunidad de;Emiratos Árabes Unidos;2021T3;784,23
Madrid, Comunidad de;Emiratos Árabes Unidos;2021T2;957,60
Madrid, Comunidad de;Emiratos Árabes Unidos;2021T1;874,61
Madrid, Comunidad de;Emiratos Árabes Unidos;2020T4;971,25
Madrid, Comunidad de;Emiratos Árabes Unidos;2020T3;1.054,87
Madrid, Comunidad de;Emiratos Árabes Unidos;2020T2;.
Madrid, Comunidad de;Emiratos Árabes Unidos;2020T1;683,37
Madrid, Comunidad de;Emiratos Árabes Unidos;2019T4;747,09
Madrid, Comunidad de;Emiratos Árabes Unidos;2019T3;518,20
Madrid, Comunidad de;Emiratos Árabes Unidos;2019T2;616,89
Madrid, Comunidad de;Emiratos Árabes Unidos;2019T1;633,88
Madrid, Comunidad de;Emiratos Árabes Unidos;2018T4;684,61
Madrid, Comunidad de;Emiratos Árabes Unidos;2018T3;560,00
Madrid, Comunidad de;Emiratos Árabes Unidos;2018T2;613,80
Madrid, Comunidad de;Emiratos Árabes Unidos;2018T1;596,09
Madrid, Comunidad de;Japón;2025T2;539,80
Madrid, Comunidad de;Japón;2025T1;398,24
Madrid, Comunidad de;Japón;2024T4;419,79
Madrid, Comunidad de;Japón;2024T3;348,33
Madrid, Comunidad de;Japón;2024T2;457,28
Madrid, Comunidad de;Japón;2024T1;332,82
Madrid, Comunidad de;Japón;2023T4;412,88
Madrid, Comunidad de;Japón;2023T3;342,74
Madrid, Comunidad de;Japón;2023T2;400,26
Madrid, Comunidad de;Japón;2023T1;318,42
Madrid, Comunidad de;Japón;2022T4;.
Madrid, Comunidad de;Japón;2022T3;382,17
Madrid, Comunidad de;Japón;2022T2;.
Madrid, Comunidad de;Japón;2022T1;380,64
Madrid, Comunidad de;Japón;2021T4;429,86
Madrid, Comunidad de;Japón;2021T3;403,84
Madrid, Comunidad de;Japón;2021T2;489,41
Madrid, Comunidad de;Japón;2021T1;498,87
Madrid, Comunidad de;Japón;2020T4;607,60
Madrid, Comunidad de;Japón;2020T3;635,57
Madrid, Comunidad de;Japón;2020T2;.
Madrid, Comunidad de;Japón;2020T1;354,87
Madrid, Comunidad de;Japón;2019T4;424,09
Madrid, Comunidad de;Japón;2019T3;339,54
Madrid, Comunidad de;Japón;2019T2;389,25
Madrid, Comunidad de;Japón;2019T1;297,98
Madrid, Comunidad de;Japón;2018T4;384,59
Madrid, Comunidad de;Japón;2018T3;316,25
Madrid, Comunidad de;Japón;2018T2;367,29
Madrid, Comunidad de;Japón;2018T1;283,32
Madrid, Comunidad de;Turquía;2025T2;709,88
Madrid, Comunidad de;Turquía;2025T1;636,85
Madrid, Comunidad de;Turquía;2024T4;644,54
Madrid, Comunidad de;Turquía;2024T3;445,43
Madrid, Comunidad de;Turquía;2024T2;622,85
Madrid, Comunidad de;Turquía;2024T1;520,86
Madrid, Comunidad de;Turquía;2023T4;595,51
Madrid, Comunidad de;Turquía;2023T3;429,39
Madrid, Comunidad de;Turquía;2023T2;564,43
Madrid, Comunidad de;Turquía;2023T1;562,40
Madrid, Comunidad de;Turquía;2022T4;587,32
Madrid, Comunidad de;Turquía;2022T3;447,78
Madrid, Comunidad de;Turquía;2022T2;514,30
Madrid, Comunidad de;Turquía;2022T1;450,82
Madrid, Comunidad de;Turquía;2021T4;513,88
Madrid, Comunidad de;Turquía;2021T3;502,60
Madrid, Comunidad de;Turquía;2021T2;558,86
Madrid, Comunidad de;Turquía;2021T1;550,35
Madrid, Comunidad de;Turquía;2020T4;645,03
Madrid, Comunidad de;Turquía;2020T3;572,81
Madrid, Comunidad de;Turquía;2020T2;.
Madrid, Comunidad de;Turquía;2020T1;420,00
Madrid, Comunidad de;Turquía;2019T4;387,08
Madrid, Comunidad de;Turquía;2019T3;268,06
Madrid, Comunidad de;Turquía;2019T2;331,43
Madrid, Comunidad de;Turquía;2019T1;319,04
Madrid, Comunidad de;Turquía;2018T4;350,30
Madrid, Comunidad de;Turquía;2018T3;271,43
Madrid, Comunidad de;Turquía;2018T2;327,33
Madrid, Comunidad de;Turquía;2018T1;347,01
Madrid, Comunidad de;Resto del mundo;2025T2;970,21
Madrid, Comunidad de;Resto del mundo;2025T1;931,46
Madrid, Comunidad de;Resto del mundo;2024T4;903,55
Madrid, Comunidad de;Resto del mundo;2024T3;728,70
Madrid, Comunidad de;Resto del mundo;2024T2;945,61
Madrid, Comunidad de;Resto del mundo;2024T1;857,93
Madrid, Comunidad de;Resto del mundo;2023T4;891,50
Madrid, Comunidad de;Resto del mundo;2023T3;677,71
Madrid, Comunidad de;Resto del mundo;2023T2;843,02
Madrid, Comunidad de;Resto del mundo;2023T1;827,12
Madrid, Comunidad de;Resto del mundo;2022T4;837,65
Madrid, Comunidad de;Resto del mundo;2022T3;737,98
Madrid, Comunidad de;Resto del mundo;2022T2;874,68
Madrid, Comunidad de;Resto del mundo;2022T1;798,99
Madrid, Comunidad de;Resto del mundo;2021T4;811,60
Madrid, Comunidad de;Resto del mundo;2021T3;804,03
Madrid, Comunidad de;Resto del mundo;2021T2;1.004,69
Madrid, Comunidad de;Resto del mundo;2021T1;967,99
Madrid, Comunidad de;Resto del mundo;2020T4;1.205,10
Madrid, Comunidad de;Resto del mundo;2020T3;1.243,79
Madrid, Comunidad de;Resto del mundo;2020T2;.
Madrid, Comunidad de;Resto del mundo;2020T1;720,28
Madrid, Comunidad de;Resto del mundo;2019T4;734,43
Madrid, Comunidad de;Resto del mundo;2019T3;582,32
Madrid, Comunidad de;Resto del mundo;2019T2;653,38
Madrid, Comunidad de;Resto del mundo;2019T1;665,49
Madrid, Comunidad de;Resto del mundo;2018T4;670,70
Madrid, Comunidad de;Resto del mundo;2018T3;553,27
Madrid, Comunidad de;Resto del mundo;2018T2;603,57
Madrid, Comunidad de;Resto del mundo;2018T1;587,51
Murcia, Región de;Total;2025T2;803,17
Murcia, Región de;Total;2025T1;752,85
Murcia, Región de;Total;2024T4;855,69
Murcia, Región de;Total;2024T3;840,89
Murcia, Región de;Total;2024T2;863,61
Murcia, Región de;Total;2024T1;869,28
Murcia, Región de;Total;2023T4;919,89
Murcia, Región de;Total;2023T3;783,25
Murcia, Región de;Total;2023T2;769,10
Murcia, Región de;Total;2023T1;713,00
Murcia, Región de;Total;2022T4;702,39
Murcia, Región de;Total;2022T3;841,65
Murcia, Región de;Total;2022T2;700,37
Murcia, Región de;Total;2022T1;695,54
Murcia, Región de;Total;2021T4;699,56
Murcia, Región de;Total;2021T3;738,99
Murcia, Región de;Total;2021T2;816,10
Murcia, Región de;Total;2021T1;788,31
Murcia, Región de;Total;2020T4;857,26
Murcia, Región de;Total;2020T3;634,34
Murcia, Región de;Total;2020T2;.
Murcia, Región de;Total;2020T1;594,82
Murcia, Región de;Total;2019T4;574,07
Murcia, Región de;Total;2019T3;710,91
Murcia, Región de;Total;2019T2;550,12
Murcia, Región de;Total;2019T1;681,56
Murcia, Región de;Total;2018T4;600,84
Murcia, Región de;Total;2018T3;693,78
Murcia, Región de;Total;2018T2;576,51
Murcia, Región de;Total;2018T1;671,14
Murcia, Región de;Alemania;2025T2;899,24
Murcia, Región de;Alemania;2025T1;875,70
Murcia, Región de;Alemania;2024T4;990,35
Murcia, Región de;Alemania;2024T3;917,53
Murcia, Región de;Alemania;2024T2;963,63
Murcia, Región de;Alemania;2024T1;1.022,76
Murcia, Región de;Alemania;2023T4;1.094,55
Murcia, Región de;Alemania;2023T3;925,96
Murcia, Región de;Alemania;2023T2;933,79
Murcia, Región de;Alemania;2023T1;865,72
Murcia, Región de;Alemania;2022T4;890,38
Murcia, Región de;Alemania;2022T3;990,81
Murcia, Región de;Alemania;2022T2;874,50
Murcia, Región de;Alemania;2022T1;843,82
Murcia, Región de;Alemania;2021T4;830,26
Murcia, Región de;Alemania;2021T3;846,10
Murcia, Región de;Alemania;2021T2;982,31
Murcia, Región de;Alemania;2021T1;928,53
Murcia, Región de;Alemania;2020T4;1.040,50
Murcia, Región de;Alemania;2020T3;770,27
Murcia, Región de;Alemania;2020T2;.
Murcia, Región de;Alemania;2020T1;756,73
Murcia, Región de;Alemania;2019T4;737,04
Murcia, Región de;Alemania;2019T3;886,32
Murcia, Región de;Alemania;2019T2;688,36
Murcia, Región de;Alemania;2019T1;868,91
Murcia, Región de;Alemania;2018T4;728,30
Murcia, Región de;Alemania;2018T3;838,99
Murcia, Región de;Alemania;2018T2;684,80
Murcia, Región de;Alemania;2018T1;821,46
Murcia, Región de;Andorra;2025T2;876,37
Murcia, Región de;Andorra;2025T1;.
Murcia, Región de;Andorra;2024T4;1.146,31
Murcia, Región de;Andorra;2024T3;1.087,45
Murcia, Región de;Andorra;2024T2;1.096,00
Murcia, Región de;Andorra;2024T1;992,19
Murcia, Región de;Andorra;2023T4;1.102,53
Murcia, Región de;Andorra;2023T3;988,28
Murcia, Región de;Andorra;2023T2;954,52
Murcia, Región de;Andorra;2023T1;767,20
Murcia, Región de;Andorra;2022T4;659,86
Murcia, Región de;Andorra;2022T3;972,98
Murcia, Región de;Andorra;2022T2;964,87
Murcia, Región de;Andorra;2022T1;782,42
Murcia, Región de;Andorra;2021T4;685,51
Murcia, Región de;Andorra;2021T3;1.023,90
Murcia, Región de;Andorra;2021T2;775,45
Murcia, Región de;Andorra;2021T1;736,17
Murcia, Región de;Andorra;2020T4;893,27
Murcia, Región de;Andorra;2020T3;652,68
Murcia, Región de;Andorra;2020T2;.
Murcia, Región de;Andorra;2020T1;595,07
Murcia, Región de;Andorra;2019T4;613,01
Murcia, Región de;Andorra;2019T3;734,12
Murcia, Región de;Andorra;2019T2;581,19
Murcia, Región de;Andorra;2019T1;869,05
Murcia, Región de;Andorra;2018T4;616,28
Murcia, Región de;Andorra;2018T3;698,69
Murcia, Región de;Andorra;2018T2;564,35
Murcia, Región de;Andorra;2018T1;637,37
Murcia, Región de;Austria;2025T2;840,34
Murcia, Región de;Austria;2025T1;929,09
Murcia, Región de;Austria;2024T4;1.027,90
Murcia, Región de;Austria;2024T3;845,62
Murcia, Región de;Austria;2024T2;906,71
Murcia, Región de;Austria;2024T1;1.016,17
Murcia, Región de;Austria;2023T4;963,36
Murcia, Región de;Austria;2023T3;819,51
Murcia, Región de;Austria;2023T2;791,40
Murcia, Región de;Austria;2023T1;775,93
Murcia, Región de;Austria;2022T4;788,81
Murcia, Región de;Austria;2022T3;872,71
Murcia, Región de;Austria;2022T2;720,52
Murcia, Región de;Austria;2022T1;791,71
Murcia, Región de;Austria;2021T4;741,70
Murcia, Región de;Austria;2021T3;739,48
Murcia, Región de;Austria;2021T2;848,95
Murcia, Región de;Austria;2021T1;942,38
Murcia, Región de;Austria;2020T4;1.066,02
Murcia, Región de;Austria;2020T3;818,03
Murcia, Región de;Austria;2020T2;.
Murcia, Región de;Austria;2020T1;744,02
Murcia, Región de;Austria;2019T4;745,90
Murcia, Región de;Austria;2019T3;854,57
Murcia, Región de;Austria;2019T2;649,06
Murcia, Región de;Austria;2019T1;889,25
Murcia, Región de;Austria;2018T4;765,73
Murcia, Región de;Austria;2018T3;788,03
Murcia, Región de;Austria;2018T2;689,33
Murcia, Región de;Austria;2018T1;827,57
Murcia, Región de;Bélgica;2025T2;979,29
Murcia, Región de;Bélgica;2025T1;896,18
Murcia, Región de;Bélgica;2024T4;1.017,49
Murcia, Región de;Bélgica;2024T3;954,45
Murcia, Región de;Bélgica;2024T2;1.039,08
Murcia, Región de;Bélgica;2024T1;1.007,29
Murcia, Región de;Bélgica;2023T4;1.107,11
Murcia, Región de;Bélgica;2023T3;874,37
Murcia, Región de;Bélgica;2023T2;933,01
Murcia, Región de;Bélgica;2023T1;832,77
Murcia, Región de;Bélgica;2022T4;818,26
Murcia, Región de;Bélgica;2022T3;923,72
Murcia, Región de;Bélgica;2022T2;819,21
Murcia, Región de;Bélgica;2022T1;781,80
Murcia, Región de;Bélgica;2021T4;750,81
Murcia, Región de;Bélgica;2021T3;744,76
Murcia, Región de;Bélgica;2021T2;942,49
Murcia, Región de;Bélgica;2021T1;886,47
Murcia, Región de;Bélgica;2020T4;953,82
Murcia, Región de;Bélgica;2020T3;651,69
Murcia, Región de;Bélgica;2020T2;.
Murcia, Región de;Bélgica;2020T1;651,96
Murcia, Región de;Bélgica;2019T4;637,54
Murcia, Región de;Bélgica;2019T3;722,31
Murcia, Región de;Bélgica;2019T2;595,67
Murcia, Región de;Bélgica;2019T1;719,31
Murcia, Región de;Bélgica;2018T4;629,75
Murcia, Región de;Bélgica;2018T3;674,45
Murcia, Región de;Bélgica;2018T2;590,45
Murcia, Región de;Bélgica;2018T1;714,53
Murcia, Región de;Dinamarca;2025T2;770,91
Murcia, Región de;Dinamarca;2025T1;682,75
Murcia, Región de;Dinamarca;2024T4;840,95
Murcia, Región de;Dinamarca;2024T3;789,38
Murcia, Región de;Dinamarca;2024T2;853,82
Murcia, Región de;Dinamarca;2024T1;788,84
Murcia, Región de;Dinamarca;2023T4;892,52
Murcia, Región de;Dinamarca;2023T3;723,50
Murcia, Región de;Dinamarca;2023T2;719,26
Murcia, Región de;Dinamarca;2023T1;647,41
Murcia, Región de;Dinamarca;2022T4;681,63
Murcia, Región de;Dinamarca;2022T3;767,50
Murcia, Región de;Dinamarca;2022T2;650,88
Murcia, Región de;Dinamarca;2022T1;651,89
Murcia, Región de;Dinamarca;2021T4;653,32
Murcia, Región de;Dinamarca;2021T3;630,29
Murcia, Región de;Dinamarca;2021T2;802,15
Murcia, Región de;Dinamarca;2021T1;870,56
Murcia, Región de;Dinamarca;2020T4;830,02
Murcia, Región de;Dinamarca;2020T3;570,79
Murcia, Región de;Dinamarca;2020T2;.
Murcia, Región de;Dinamarca;2020T1;489,11
Murcia, Región de;Dinamarca;2019T4;510,01
Murcia, Región de;Dinamarca;2019T3;582,39
Murcia, Región de;Dinamarca;2019T2;499,18
Murcia, Región de;Dinamarca;2019T1;547,96
Murcia, Región de;Dinamarca;2018T4;503,38
Murcia, Región de;Dinamarca;2018T3;551,25
Murcia, Región de;Dinamarca;2018T2;416,59
Murcia, Región de;Dinamarca;2018T1;495,73
Murcia, Región de;Finlandia;2025T2;558,92
Murcia, Región de;Finlandia;2025T1;545,72
Murcia, Región de;Finlandia;2024T4;679,63
Murcia, Región de;Finlandia;2024T3;595,31
Murcia, Región de;Finlandia;2024T2;583,98
Murcia, Región de;Finlandia;2024T1;617,19
Murcia, Región de;Finlandia;2023T4;701,03
Murcia, Región de;Finlandia;2023T3;607,34
Murcia, Región de;Finlandia;2023T2;534,57
Murcia, Región de;Finlandia;2023T1;512,85
Murcia, Región de;Finlandia;2022T4;497,88
Murcia, Región de;Finlandia;2022T3;599,61
Murcia, Región de;Finlandia;2022T2;476,16
Murcia, Región de;Finlandia;2022T1;477,01
Murcia, Región de;Finlandia;2021T4;507,31
Murcia, Región de;Finlandia;2021T3;559,60
Murcia, Región de;Finlandia;2021T2;632,69
Murcia, Región de;Finlandia;2021T1;581,99
Murcia, Región de;Finlandia;2020T4;644,78
Murcia, Región de;Finlandia;2020T3;506,96
Murcia, Región de;Finlandia;2020T2;.
Murcia, Región de;Finlandia;2020T1;391,11
Murcia, Región de;Finlandia;2019T4;385,16
Murcia, Región de;Finlandia;2019T3;516,13
Murcia, Región de;Finlandia;2019T2;372,76
Murcia, Región de;Finlandia;2019T1;437,90
Murcia, Región de;Finlandia;2018T4;396,42
Murcia, Región de;Finlandia;2018T3;469,24
Murcia, Región de;Finlandia;2018T2;391,64
Murcia, Región de;Finlandia;2018T1;453,83
Murcia, Región de;Francia;2025T2;780,87
Murcia, Región de;Francia;2025T1;749,27
Murcia, Región de;Francia;2024T4;845,94
Murcia, Región de;Francia;2024T3;888,68
Murcia, Región de;Francia;2024T2;824,64
Murcia, Región de;Francia;2024T1;855,66
Murcia, Región de;Francia;2023T4;921,56
Murcia, Región de;Francia;2023T3;793,69
Murcia, Región de;Francia;2023T2;703,99
Murcia, Región de;Francia;2023T1;665,59
Murcia, Región de;Francia;2022T4;679,34
Murcia, Región de;Francia;2022T3;832,08
Murcia, Región de;Francia;2022T2;626,55
Murcia, Región de;Francia;2022T1;620,66
Murcia, Región de;Francia;2021T4;637,10
Murcia, Región de;Francia;2021T3;655,41
Murcia, Región de;Francia;2021T2;674,95
Murcia, Región de;Francia;2021T1;698,76
Murcia, Región de;Francia;2020T4;732,31
Murcia, Región de;Francia;2020T3;548,96
Murcia, Región de;Francia;2020T2;.
Murcia, Región de;Francia;2020T1;503,96
Murcia, Región de;Francia;2019T4;484,62
Murcia, Región de;Francia;2019T3;613,73
Murcia, Región de;Francia;2019T2;438,85
Murcia, Región de;Francia;2019T1;548,04
Murcia, Región de;Francia;2018T4;484,83
Murcia, Región de;Francia;2018T3;567,74
Murcia, Región de;Francia;2018T2;432,31
Murcia, Región de;Francia;2018T1;493,76
Murcia, Región de;Irlanda;2025T2;747,15
Murcia, Región de;Irlanda;2025T1;685,57
Murcia, Región de;Irlanda;2024T4;787,00
Murcia, Región de;Irlanda;2024T3;750,49
Murcia, Región de;Irlanda;2024T2;808,59
Murcia, Región de;Irlanda;2024T1;812,53
Murcia, Región de;Irlanda;2023T4;834,61
Murcia, Región de;Irlanda;2023T3;697,73
Murcia, Región de;Irlanda;2023T2;711,36
Murcia, Región de;Irlanda;2023T1;648,87
Murcia, Región de;Irlanda;2022T4;629,92
Murcia, Región de;Irlanda;2022T3;714,40
Murcia, Región de;Irlanda;2022T2;614,41
Murcia, Región de;Irlanda;2022T1;598,49
Murcia, Región de;Irlanda;2021T4;614,44
Murcia, Región de;Irlanda;2021T3;645,94
Murcia, Región de;Irlanda;2021T2;660,55
Murcia, Región de;Irlanda;2021T1;675,31
Murcia, Región de;Irlanda;2020T4;740,53
Murcia, Región de;Irlanda;2020T3;578,13
Murcia, Región de;Irlanda;2020T2;.
Murcia, Región de;Irlanda;2020T1;577,39
Murcia, Región de;Irlanda;2019T4;551,83
Murcia, Región de;Irlanda;2019T3;736,48
Murcia, Región de;Irlanda;2019T2;574,48
Murcia, Región de;Irlanda;2019T1;684,00
Murcia, Región de;Irlanda;2018T4;649,64
Murcia, Región de;Irlanda;2018T3;753,33
Murcia, Región de;Irlanda;2018T2;641,94
Murcia, Región de;Irlanda;2018T1;771,76
Murcia, Región de;Italia;2025T2;448,84
Murcia, Región de;Italia;2025T1;395,75
Murcia, Región de;Italia;2024T4;460,98
Murcia, Región de;Italia;2024T3;591,46
Murcia, Región de;Italia;2024T2;454,87
Murcia, Región de;Italia;2024T1;446,40
Murcia, Región de;Italia;2023T4;464,07
Murcia, Región de;Italia;2023T3;560,99
Murcia, Región de;Italia;2023T2;404,37
Murcia, Región de;Italia;2023T1;348,83
Murcia, Región de;Italia;2022T4;335,28
Murcia, Región de;Italia;2022T3;576,26
Murcia, Región de;Italia;2022T2;336,77
Murcia, Región de;Italia;2022T1;308,55
Murcia, Región de;Italia;2021T4;341,45
Murcia, Región de;Italia;2021T3;481,40
Murcia, Región de;Italia;2021T2;414,62
Murcia, Región de;Italia;2021T1;421,32
Murcia, Región de;Italia;2020T4;471,17
Murcia, Región de;Italia;2020T3;489,73
Murcia, Región de;Italia;2020T2;.
Murcia, Región de;Italia;2020T1;356,06
Murcia, Región de;Italia;2019T4;368,28
Murcia, Región de;Italia;2019T3;569,28
Murcia, Región de;Italia;2019T2;361,60
Murcia, Región de;Italia;2019T1;450,07
Murcia, Región de;Italia;2018T4;414,06
Murcia, Región de;Italia;2018T3;554,04
Murcia, Región de;Italia;2018T2;394,72
Murcia, Región de;Italia;2018T1;440,03
Murcia, Región de;Noruega;2025T2;830,24
Murcia, Región de;Noruega;2025T1;782,47
Murcia, Región de;Noruega;2024T4;888,32
Murcia, Región de;Noruega;2024T3;790,90
Murcia, Región de;Noruega;2024T2;908,65
Murcia, Región de;Noruega;2024T1;881,57
Murcia, Región de;Noruega;2023T4;940,67
Murcia, Región de;Noruega;2023T3;731,55
Murcia, Región de;Noruega;2023T2;809,36
Murcia, Región de;Noruega;2023T1;741,35
Murcia, Región de;Noruega;2022T4;719,41
Murcia, Región de;Noruega;2022T3;786,25
Murcia, Región de;Noruega;2022T2;775,16
Murcia, Región de;Noruega;2022T1;758,03
Murcia, Región de;Noruega;2021T4;804,60
Murcia, Región de;Noruega;2021T3;910,53
Murcia, Región de;Noruega;2021T2;1.003,08
Murcia, Región de;Noruega;2021T1;860,64
Murcia, Región de;Noruega;2020T4;882,76
Murcia, Región de;Noruega;2020T3;749,41
Murcia, Región de;Noruega;2020T2;.
Murcia, Región de;Noruega;2020T1;578,18
Murcia, Región de;Noruega;2019T4;553,45
Murcia, Región de;Noruega;2019T3;660,28
Murcia, Región de;Noruega;2019T2;534,54
Murcia, Región de;Noruega;2019T1;633,54
Murcia, Región de;Noruega;2018T4;573,32
Murcia, Región de;Noruega;2018T3;618,05
Murcia, Región de;Noruega;2018T2;548,48
Murcia, Región de;Noruega;2018T1;650,79
Murcia, Región de;Países Bajos;2025T2;837,94
Murcia, Región de;Países Bajos;2025T1;730,32
Murcia, Región de;Países Bajos;2024T4;873,11
Murcia, Región de;Países Bajos;2024T3;821,50
Murcia, Región de;Países Bajos;2024T2;869,62
Murcia, Región de;Países Bajos;2024T1;836,21
Murcia, Región de;Países Bajos;2023T4;928,90
Murcia, Región de;Países Bajos;2023T3;758,34
Murcia, Región de;Países Bajos;2023T2;771,75
Murcia, Región de;Países Bajos;2023T1;672,13
Murcia, Región de;Países Bajos;2022T4;701,62
Murcia, Región de;Países Bajos;2022T3;788,92
Murcia, Región de;Países Bajos;2022T2;658,28
Murcia, Región de;Países Bajos;2022T1;649,30
Murcia, Región de;Países Bajos;2021T4;659,94
Murcia, Región de;Países Bajos;2021T3;633,28
Murcia, Región de;Países Bajos;2021T2;815,01
Murcia, Región de;Países Bajos;2021T1;768,92
Murcia, Región de;Países Bajos;2020T4;816,90
Murcia, Región de;Países Bajos;2020T3;566,65
Murcia, Región de;Países Bajos;2020T2;.
Murcia, Región de;Países Bajos;2020T1;537,38
Murcia, Región de;Países Bajos;2019T4;549,74
Murcia, Región de;Países Bajos;2019T3;642,44
Murcia, Región de;Países Bajos;2019T2;505,78
Murcia, Región de;Países Bajos;2019T1;594,70
Murcia, Región de;Países Bajos;2018T4;551,75
Murcia, Región de;Países Bajos;2018T3;603,76
Murcia, Región de;Países Bajos;2018T2;501,32
Murcia, Región de;Países Bajos;2018T1;577,87
Murcia, Región de;Polonia;2025T2;601,71
Murcia, Región de;Polonia;2025T1;538,20
Murcia, Región de;Polonia;2024T4;621,15
Murcia, Región de;Polonia;2024T3;596,20
Murcia, Región de;Polonia;2024T2;641,79
Murcia, Región de;Polonia;2024T1;570,57
Murcia, Región de;Polonia;2023T4;567,63
Murcia, Región de;Polonia;2023T3;516,60
Murcia, Región de;Polonia;2023T2;522,34
Murcia, Región de;Polonia;2023T1;471,90
Murcia, Región de;Polonia;2022T4;432,94
Murcia, Región de;Polonia;2022T3;585,85
Murcia, Región de;Polonia;2022T2;439,56
Murcia, Región de;Polonia;2022T1;409,55
Murcia, Región de;Polonia;2021T4;370,32
Murcia, Región de;Polonia;2021T3;433,23
Murcia, Región de;Polonia;2021T2;562,23
Murcia, Región de;Polonia;2021T1;541,19
Murcia, Región de;Polonia;2020T4;625,19
Murcia, Región de;Polonia;2020T3;558,15
Murcia, Región de;Polonia;2020T2;.
Murcia, Región de;Polonia;2020T1;335,77
Murcia, Región de;Polonia;2019T4;314,02
Murcia, Región de;Polonia;2019T3;445,62
Murcia, Región de;Polonia;2019T2;376,91
Murcia, Región de;Polonia;2019T1;408,65
Murcia, Región de;Polonia;2018T4;405,61
Murcia, Región de;Polonia;2018T3;438,03
Murcia, Región de;Polonia;2018T2;348,37
Murcia, Región de;Polonia;2018T1;438,27
Murcia, Región de;Portugal;2025T2;629,36
Murcia, Región de;Portugal;2025T1;545,08
Murcia, Región de;Portugal;2024T4;568,29
Murcia, Región de;Portugal;2024T3;783,12
Murcia, Región de;Portugal;2024T2;566,76
Murcia, Región de;Portugal;2024T1;483,00
Murcia, Región de;Portugal;2023T4;489,31
Murcia, Región de;Portugal;2023T3;693,98
Murcia, Región de;Portugal;2023T2;491,43
Murcia, Región de;Portugal;2023T1;429,66
Murcia, Región de;Portugal;2022T4;397,03
Murcia, Región de;Portugal;2022T3;668,11
Murcia, Región de;Portugal;2022T2;398,32
Murcia, Región de;Portugal;2022T1;340,24
Murcia, Región de;Portugal;2021T4;366,91
Murcia, Región de;Portugal;2021T3;473,17
Murcia, Región de;Portugal;2021T2;398,50
Murcia, Región de;Portugal;2021T1;341,63
Murcia, Región de;Portugal;2020T4;381,55
Murcia, Región de;Portugal;2020T3;356,84
Murcia, Región de;Portugal;2020T2;.
Murcia, Región de;Portugal;2020T1;338,22
Murcia, Región de;Portugal;2019T4;325,50
Murcia, Región de;Portugal;2019T3;615,39
Murcia, Región de;Portugal;2019T2;386,01
Murcia, Región de;Portugal;2019T1;448,43
Murcia, Región de;Portugal;2018T4;440,57
